id,source,target142,cse142,cse143,target143,numAdmApplication,admitStatus,gender,ethnic,stdmath
3d8ad313-e260-5932-8675-ffd907473816,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,590
3da367c4-66d5-5af0-bb9a-46e5f7b85ff7,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,700
3da37ee4-76b5-54ee-badd-9e74826d3f90,student,CSE142,1,3,CSE143,1,DNA,M,NOT IND,710
3dac9a3d-cdb1-598a-bfbd-bf1229d58fc1,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,670
3db58c68-e072-5fa1-b4be-30d94f42ffac,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,700
3de2e981-ad6d-5115-b6cb-ea5d593cdd36,student,CSE142,3,3,CSE143,1,DNA,M,NOT IND,0
3debe140-fb7a-5b51-867e-0334ef21d350,student,CSE142,1,2,CSE143,1,Deny,M,ASIAN,680
3df6f910-5b01-5cee-90b7-b4d38dc493b3,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,800
3e2a9358-67f0-5f3c-be77-9c98d82c5f4c,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,730
3e4a685d-8d36-5e0c-96a7-5ea0af6a98e3,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,670
3e660d4e-6b2c-577c-ad94-1ac982bcdd76,student,CSE142,2,3,CSE143,1,DNA,M,CAUCASN,610
3e675b75-358e-56d8-a81e-5abe03290629,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,0
3e7b5641-8c55-5c41-86f4-23641fb8f7f2,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,750
3e80341e-9d4c-5fe7-8c3b-1b99c8c3393b,student,CSE142,4,4,CSE143,1,DNA,M,ASIAN,760
3e8774e2-764a-5125-8982-fa881680a6fe,student,CSE142,2,1,NA143,1,DNA,F,CAUCASN,550
3e8b8194-62ff-516c-b08e-5e77fe3f8079,student,CSE142,1,1,CSE143,1,Deny,M,CAUCASN,610
3e8c24e0-412d-5a5d-bb95-150aa64143ae,student,CSE142,1,1,CSE143,1,Deny,F,CAUCASN,670
3e8e2b10-cdac-59ee-8cae-b5e436b8d5de,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,0
3e9e2055-38bb-5832-a8c8-6349c9d38f05,student,CSE142,1,1,CSE143,1,Enrolled,M,NOT IND,760
3e9e5052-ddd5-5b21-a5cf-69e380a2c46e,student,CSE142,1,1,CSE143,2,AV,M,ASIAN,680
3ec85502-8e9d-55b7-9894-0a88253ff7ba,student,CSE142,2,1,NA143,1,DNA,F,ASIAN,630
3eeab278-cb48-56b8-a851-4781e8b57866,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,610
3ef9b6cf-1859-509c-b8c2-ab268a0d83da,student,CSE142,2,3,CSE143,1,DNA,F,NOT IND,760
3efd54ab-9976-5e74-81ea-a228a69b2872,student,CSE142,2,1,NA143,1,DNA,F,ASIAN,0
3f0ac25c-8efe-50de-b6d0-6179816785dc,student,CSE142,3,3,CSE143,1,DNA,F,ASIAN,0
3f0c5057-d209-5a29-a545-8df9ac6a5f5c,student,CSE142,1,2,CSE143,1,DNA,F,HAW/PAC,570
3f242f2e-7f75-53b2-b838-774a4d6f30c3,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,650
3f30bb99-0a88-5170-9e6c-f7079eb7edb1,student,CSE142,2,3,CSE143,1,DNA,M,NOT IND,660
3f448867-bb7f-5e96-bfab-a8527fa16d5c,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,760
3f44d635-1cec-5fd9-aeca-b7616ee1663c,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,680
3f73222b-45aa-5789-ba3e-bdbd964fadfc,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,690
3f78c269-7d98-5313-8f44-e45c74eebbfb,student,CSE142,2,2,CSE143,1,Enrolled,F,CAUCASN,700
3f9fb5f4-ef0c-5caa-86b1-f9dd16fa84f7,student,CSE142,3,3,CSE143,1,DNA,M,ASIAN,720
3fa85161-567b-5925-9d6a-b96b10daf953,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,780
3faabc52-547e-5b6a-9743-5eb9a33d5766,student,CSE142,3,1,NA143,1,DNA,F,ASIAN,550
3fb51637-4ac7-59ea-ac77-dadf9ee777e0,student,CSE142,1,1,CSE143,1,Enrolled,F,NOT IND,0
3fbcba7e-0695-59c0-8f15-62e79a2a702a,student,CSE142,2,1,NA143,1,DNA,F,CAUCASN,600
3fc903ad-f026-553e-aea1-1f703a4b975d,student,CSE142,1,2,CSE143,2,Deny,M,ASIAN,790
3fcf4893-f056-5d0e-955f-986a37fe210a,student,CSE142,2,1,NA143,1,DNA,F,ASIAN,500
3fd0741b-1b77-5cc0-9e99-4c59ca660ab0,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,610
3feb1ee1-f81e-51d2-bb20-353b676c3c3e,student,CSE142,1,2,CSE143,1,DNA,M,ASIAN,640
4000d6f7-c347-5378-b3d5-c790fb47c4ae,student,CSE142,1,1,CSE143,2,AV,M,NOT IND,710
40058214-1135-5484-a08c-fc5d8c9dc674,student,CSE142,1,2,CSE143,2,Deny,F,CAUCASN,650
40065d18-3ed9-5136-adc1-0a83c7bc989e,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,720
40101e58-c2a6-5b91-b4b5-82b70f4ba975,student,CSE142,1,1,CSE143,1,DNA,F,ASIAN,610
40261e90-17c6-5c73-92c3-a86e351145d0,student,CSE142,2,2,CSE143,1,Enrolled,F,NOT IND,800
4026c6d8-ea4f-50dd-8e3a-da89e0050765,student,CSE142,1,2,CSE143,1,Deny,M,CAUCASN,730
40458276-35c7-5118-a26e-9b9db27e98d9,student,CSE142,1,1,CSE143,1,DNA,F,ASIAN,760
40646875-6a8b-5a59-bd8a-a9745d4ee216,student,CSE142,1,1,CSE143,1,Deny,M,ASIAN,720
4071d2ef-8fd5-54c2-996f-12107cd537d5,student,CSE142,1,1,NA143,1,DNA,F,ASIAN,680
407bf30f-1ef5-5fcd-8773-b9d965fc59ba,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,630
407ecfb5-0fca-55ec-88b0-0b4a23c97fb6,student,CSE142,2,2,CSE143,1,Enrolled,M,CAUCASN,760
4085dc85-569f-5888-91ec-11aa0e3884c4,student,CSE142,1,2,CSE143,1,DNA,F,ASIAN,630
4090a988-cefe-5acc-bb61-411225258a52,student,CSE142,1,2,CSE143,1,Deny,M,ASIAN,700
4094f207-b38b-5eff-b674-fe7a073112d0,student,CSE142,3,3,CSE143,1,DNA,F,NOT IND,0
4099241c-fb3a-5615-b1f6-103488182912,student,CSE142,1,1,CSE143,1,Accept,M,NOT IND,790
40b0b57a-4a2b-5cc6-9f31-71b823771b6f,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,760
40c78ff5-e8cd-52b2-85a9-cdc1abf58da0,student,CSE142,3,1,NA143,1,DNA,M,CAUCASN,0
40d6e1e8-4262-5005-9b90-6c0ac02e676a,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,590
4109e10e-902a-5f3f-a1f3-64b690a6297f,student,CSE142,3,1,NA143,1,DNA,F,AFRO-AM,670
4124a560-f2ce-5f7f-99cb-aedddf284029,student,CSE142,3,3,CSE143,1,DNA,F,NOT IND,790
41314ba0-cd70-5adf-96f9-74390c712a3c,student,CSE142,3,3,CSE143,2,Deny,M,ASIAN,770
413668ab-b94f-5706-a39b-04aa640d2d25,student,CSE142,3,3,CSE143,1,Enrolled,M,CAUCASN,720
415b2e7b-4d9d-565f-8033-a0ae68ba56a1,student,CSE142,3,1,NA143,1,DNA,M,CAUCASN,640
4175a5be-7dca-53ee-84c2-8567b02b3ec4,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,740
419510c5-a8f6-5321-ad09-a7930131b22c,student,CSE142,2,1,NA143,1,DNA,F,ASIAN,0
41b3ee99-f2c3-59aa-8e98-96ae51f85b2d,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,620
420ab1c3-92dd-50f1-b539-f8e558ed3704,student,CSE142,3,3,CSE143,1,DNA,M,AMER-IND,600
420e56b5-6734-5a9c-929d-293aa4291ecc,student,CSE142,1,3,CSE143,1,DNA,M,ASIAN,800
4213ae30-d987-54fe-a4e7-9c678753ce27,student,CSE142,2,2,CSE143,1,Enrolled,M,ASIAN,790
42178623-d77f-505a-b91b-a668bc7260f2,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,730
421a61d8-c9f6-5467-8f42-f58807f1435e,student,CSE142,3,3,CSE143,1,DNA,M,ASIAN,660
42276c18-66ab-5d01-8e33-4b73f5d2de3a,student,CSE142,1,2,CSE143,3,Deny,M,ASIAN,800
42300835-159b-5b5a-a2d2-9444f973b97b,student,CSE142,3,4,CSE143,1,DNA,M,CAUCASN,640
4230c739-5cbd-540b-ba20-cda5d3f5cc19,student,CSE142,3,3,CSE143,1,Deny,M,NOT IND,0
424c0286-6ca0-5e0a-8d6b-d562e833ca14,student,CSE142,3,1,NA143,1,DNA,M,ASIAN,570
4272c107-146a-5d2c-b6fc-6e5bdd9e8cb6,student,CSE142,1,2,CSE143,3,Enrolled,M,HAW/PAC,770
42b976c2-513d-5278-bf68-2a6870d272ab,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,M
42ca58dc-d8a3-5178-93fe-d474b18a12e7,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,600
42df7dba-31c7-5851-a581-229587067edd,student,CSE142,2,2,CSE143,2,Accept,F,CAUCASN,730
42f258e3-9a50-5862-a037-3ffb62145fc4,student,CSE142,2,2,CSE143,1,DNA,F,ASIAN,700
43151174-cf04-5c96-8870-5cf9e27ffc01,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,520
43317186-e32b-59c4-8c22-1ef69aac9e60,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,720
43375adc-0481-553d-9f29-f21887013fa5,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,620
433b1209-5b58-5e37-be2f-67ffaf1fa930,student,CSE142,1,2,CSE143,1,Deny,M,ASIAN,740
436a4a56-6416-5cd2-b4b3-c30072f002a7,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,580
43732910-a7fd-5df1-a718-98a2d2fb21d0,student,CSE142,2,1,NA143,1,DNA,F,CAUCASN,600
43796856-a6ed-5db1-83a8-48d907cc9507,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,670
438c3afc-75a1-54f2-99b8-e00374c9c2e7,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,M
43a14441-7a07-5b7f-9c68-86583dc4ceb5,student,CSE142,2,2,CSE143,2,AV,F,CAUCASN,670
43aa62d2-f75e-5fcb-8049-e349d458b455,student,CSE142,1,2,CSE143,1,DNA,M,ASIAN,770
43ab7fe0-34f1-5438-a123-a425af599a84,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,640
440d48d1-63af-58ef-bea7-1ac4c467043e,student,CSE142,2,1,NA143,1,DNA,F,ASIAN,710
440e92e3-4890-5780-805d-262a6ad9e867,student,CSE142,1,2,CSE143,3,Deny,M,CAUCASN,800
44108505-2002-531e-8149-00148ead158f,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,720
442fa31b-1423-5adb-88d7-228eb67720c7,student,CSE142,4,1,NA143,1,DNA,F,ASIAN,0
44426d87-73ed-576d-b2d1-6b4cca0efb4b,student,CSE142,3,3,CSE143,1,DNA,M,CAUCASN,710
4448acad-7b89-51c4-9652-0832689d17c8,student,CSE142,1,2,CSE143,2,Enrolled,M,CAUCASN,720
44523c1b-eaea-5e6a-92ca-61bd2bd521cf,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,680
4476f0e4-8f28-520d-942b-3288a096c941,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,700
44c5a45d-2950-512e-90fd-ff6692a14b13,student,CSE142,1,2,CSE143,1,Accept,M,CAUCASN,755
44d8a29f-41a3-57c7-a3d4-121059223b59,student,CSE142,2,1,NA143,1,DNA,F,CAUCASN,650
44da1387-4175-5371-9502-47311ee2966e,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,M
44dabb91-26f9-5924-b1b8-b7bf5f6b4cc9,student,CSE142,1,2,CSE143,1,DNA,M,ASIAN,680
44ed9360-50d3-5ebc-91fc-402384c949aa,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,630
4506e834-9e27-50e0-91bc-fa3567f4f6a5,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,690
4511b4ad-1e75-5ae2-b89e-11d4e6798f01,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,660
4519f5b5-2c08-5854-aeff-c1a13a97e128,student,CSE142,3,1,NA143,1,DNA,F,AFRO-AM,0
451caf60-02a2-5866-b786-edffd06b084c,student,CSE142,2,2,CSE143,1,DNA,M,AMER-IND,720
454688c0-28bf-57f6-a840-d76b07b214ee,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,560
454e78e1-6e60-5c19-b97e-bdc458411ffd,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,640
455238d5-b9d9-52e3-8c98-a8e1b1def09d,student,CSE142,2,2,CSE143,1,DNA,M,NOT IND,730
455c56b8-24db-592b-9fdc-b86317e7b5f1,student,CSE142,3,3,CSE143,1,DNA,M,ASIAN,755
4578eb02-6836-5472-832a-e80af4a6b996,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,800
45905d76-40b3-5071-bbbb-5f647cab390b,student,CSE142,1,1,CSE143,1,AV,M,NOT IND,740
4594053a-1955-5598-9aad-c3765a76f209,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,640
4599ddfc-4c3b-5be6-870f-3339d0c9d988,student,CSE142,1,1,CSE143,1,Enrolled,F,NOT IND,800
45a7a42b-cfeb-5c2d-82d2-d6b28cf5e9d0,student,CSE142,1,1,CSE143,1,Enrolled,F,NOT IND,780
45c8929f-e3e3-514a-8f13-8823535e478b,student,CSE142,1,4,CSE143,1,DNA,M,NOT IND,790
45d6abbd-bb8c-543f-8543-50c6f93e8570,student,CSE142,2,2,CSE143,1,Deny,M,CAUCASN,600
45f20704-5730-5fe7-b31a-0c4b9ed7a8d4,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,800
45fc5a4c-02c3-5ced-b34b-f1f5fc908955,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,610
460e3068-c790-5187-b7cd-fb81495accff,student,CSE142,1,1,CSE143,1,DNA,F,ASIAN,590
461a0cd1-9f1e-527b-a1bd-a16ac103eadb,student,CSE142,2,3,CSE143,1,DNA,M,HAW/PAC,670
462037a8-abfe-56e3-9284-514ae6ae93fa,student,CSE142,2,2,CSE143,2,Deny,M,ASIAN,630
462bc87b-00af-52fa-9d83-7b90e85551a1,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,760
46442361-b662-5789-9612-9ffffffe80f7,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,800
46700882-af18-5f1a-a6d9-ab1ee323a9c6,student,CSE142,3,3,CSE143,1,DNA,M,CAUCASN,670
468533a8-1a7c-513b-93b4-71997df48ee2,student,CSE142,1,3,CSE143,1,AV,M,NOT IND,690
46aa4106-4e56-521e-bfeb-7299fca8c54a,student,CSE142,1,1,CSE143,1,DNA,F,ASIAN,660
46d6b277-9a12-5a9e-9df6-fd762e684c9e,student,CSE142,3,1,NA143,1,DNA,M,CAUCASN,560
46dd7190-311b-5d8e-bbbb-f0cf1bee0253,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,620
46e02e74-6952-5f77-9d36-66c8be1f5312,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,750
46e03645-065b-5387-bcfe-ee13b1643b0b,student,CSE142,2,3,CSE143,1,Deny,M,CAUCASN,690
46eaf326-83b4-5c45-8a82-a179d4168f1c,student,CSE142,2,1,NA143,1,DNA,M,CAUCASN,650
4720833e-1d2e-55ee-acea-a0e99ab8c30d,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,510
472984f4-1a3d-557c-8ce0-c6b6417c7981,student,CSE142,1,1,CSE143,1,Enrolled,M,ASIAN,710
479d9046-cede-56a3-abed-94ecf27d387b,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,800
47a1a37f-8fc5-509c-9eb0-17ea3215e021,student,CSE142,3,3,CSE143,1,DNA,M,ASIAN,0
47ae13d3-d5c8-5cec-9e15-d39cb8cbfa5b,student,CSE142,1,2,CSE143,2,AV,F,NOT IND,730
47afcb12-1f6f-5339-aea3-e9d1d50130c7,student,CSE142,1,2,CSE143,1,Deny,M,ASIAN,670
47b16bab-3ede-57e7-bfd9-1c052eb40edb,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,660
47b401a1-531f-5d55-b3a3-9065e0b6c08a,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,720
47c042d6-b36f-5103-b5e9-91391b880267,student,CSE142,1,3,CSE143,1,DNA,M,ASIAN,800
47d51ab0-5f7d-577b-ba4a-4ffa0f29a10c,student,CSE142,1,3,CSE143,2,SD,M,NOT IND,710
47d82f7d-c0bf-5463-af41-eb597cd92329,student,CSE142,1,2,CSE143,1,DNA,M,AMER-IND,740
4806d3fd-ea8e-56aa-9018-4c01cc2a034b,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,770
48103953-1605-5bdb-9ca9-df2497cc6be5,student,CSE142,1,2,CSE143,1,DNA,F,CAUCASN,740
48245357-a9c6-59b3-9c2e-cac09205bc22,student,CSE142,4,4,CSE143,1,DNA,F,ASIAN,780
483e27b6-37f7-57f3-abec-ee3e3356f22e,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,610
484c2d9a-b6d3-5185-a0b7-18655f57a7b8,student,CSE142,1,1,CSE143,1,Enrolled,M,NOT IND,800
48532925-d8f5-5966-966d-07316c4015a5,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,720
48679987-7fb1-52a0-957f-baf16e5f7b5d,student,CSE142,1,2,CSE143,1,DNA,M,NOT IND,0
4875f7cc-4281-5e26-9867-e359b94d140e,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,690
48834fe5-da09-58c3-918c-def6afa33831,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,690
48983760-9154-5d2b-b179-0934b04bf4ae,student,CSE142,1,1,CSE143,1,DNA,F,ASIAN,630
48b9b720-193e-583a-b561-4e2d789870c8,student,CSE142,2,2,CSE143,1,DNA,F,ASIAN,595
48d91863-d3d8-5be3-a0e5-ab1c8063a854,student,CSE142,2,3,CSE143,1,DNA,M,CAUCASN,595
48f0bb1b-ecc7-5ac0-88d8-afd2e7f0995a,student,CSE142,1,2,CSE143,1,DNA,F,CAUCASN,720
490fa5b7-e15b-55b1-9625-31952b1ab0da,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,710
492c8aea-7019-58b8-a155-80c450eb5941,student,CSE142,2,2,CSE143,1,Enrolled,F,NOT IND,750
4945848b-5761-5064-9a62-3a6aee490426,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,740
4956b041-77f9-560d-bca9-2b31d0253573,student,CSE142,3,4,CSE143,1,DNA,M,ASIAN,595
495aa67e-fdf9-5f0d-8f9f-597b0f3d7264,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,610
4964329a-2617-5bf7-a79c-2c93f0ea296b,student,CSE142,2,2,CSE143,1,DNA,F,CAUCASN,500
498633fa-1e8e-5eae-af81-a72b410109fb,student,CSE142,1,2,CSE143,1,DNA,M,CAUCASN,640
498cb17f-571f-5700-a8c0-b1d70d02a832,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,560
499ded7d-ea7f-5db7-8ae2-aeea2574b703,student,CSE142,2,2,CSE143,1,DNA,M,ASIAN,690
49a0bbae-4980-5c21-921c-11d412ef1dee,student,CSE142,1,2,CSE143,1,Enrolled,M,NOT IND,760
49ad3016-9ae4-58f4-a518-ac8e00c44e49,student,CSE142,1,2,CSE143,2,AV,M,ASIAN,790
49cb61d0-1927-51ce-80cf-25ee3e04ec21,student,CSE142,3,3,CSE143,1,DNA,F,CAUCASN,0
49d53c88-89eb-5086-96b8-d361e5c14ac8,student,CSE142,2,1,NA143,1,DNA,M,ASIAN,680
4a0de551-4dba-5263-9cb8-02e3f7c67392,student,CSE142,3,3,CSE143,1,DNA,M,CAUCASN,620
4a223ab3-5edf-5dba-9afb-102751da75e0,student,CSE142,3,4,CSE143,1,DNA,F,CAUCASN,690
4a3b8921-2481-5df7-b028-08afc91344ed,student,CSE142,3,3,CSE143,1,DNA,M,ASIAN,650
4a3bc0e4-6f14-588c-b34d-935d2f586a22,student,CSE142,1,2,CSE143,1,Deny,M,ASIAN,770
4a3ea531-2d5e-5850-9683-b6b13216447e,student,CSE142,2,2,CSE143,1,DNA,F,ASIAN,540
4a476162-cc8b-5d78-92a8-7d39c1b528ec,student,CSE142,2,2,CSE143,2,Enrolled,M,CAUCASN,670
4a5a73c0-754b-5deb-ad08-f291875e68e4,student,CSE142,1,1,NA143,1,DNA,F,ASIAN,640
4a695abc-98c5-5c7f-aee8-55f635fe7dda,student,CSE142,1,3,CSE143,1,DNA,M,NOT IND,670
4a7e9107-80c0-584b-9c19-f39a73cf3826,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,760
4a893448-b5c7-5cd8-9691-4d7dff5dacd4,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,670
4abbf309-70d8-57a8-bd6a-4997491895b1,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,460
4ac8aa78-cb47-53a8-9219-2c50bf258fba,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,740
4ae625f4-7964-5e35-970b-08e6f66d3a6b,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,0
4af2781d-e80c-5646-a8e7-5da9df4dda55,student,CSE142,1,1,CSE143,1,DNA,M,ASIAN,600
4af7da21-aab3-5539-849d-bacf22a25fd0,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,600
4b1ba7c3-a1b0-5e7d-97a7-4e05d65ebada,student,CSE142,1,1,NA143,1,DNA,M,AMER-IND,600
4b289cac-9c75-5fba-a914-4659414e4b36,student,CSE142,3,3,CSE143,1,DNA,M,ASIAN,590
4b2b6b3b-4ad7-5ebc-b20e-75d4c1b7d331,student,CSE142,2,2,CSE143,2,Deny,M,CAUCASN,780
4b2bc680-dda7-54b0-9ad0-c0a9f8121af6,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,680
4b4796fc-6b4c-5881-8ac8-cb4c6243a758,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,630
4b4bb78f-3180-5138-a914-a9f249a218c5,student,CSE142,3,3,CSE143,1,DNA,M,NOT IND,0
4b61a7f4-6967-5ec1-a77f-f6d52f0a42dd,student,CSE142,1,2,CSE143,1,Deny,M,CAUCASN,760
4b6a7e50-7c84-5742-b426-bdcbb92ff828,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,600
4b7f5bbd-a4a6-5d25-888b-841b24587eb4,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,800
4b853be6-6421-52fc-9d14-c838f7d5a9d2,student,CSE142,1,1,CSE143,3,Accept,M,CAUCASN,770
4b922d35-a009-5851-bf78-093592b151cc,student,CSE142,1,1,NA143,1,DNA,F,NOT IND,700
4b9ba4af-5a3d-5593-be8d-797aec559d6a,student,CSE142,3,3,CSE143,1,DNA,M,ASIAN,0
4ba04973-d824-5d68-8e08-51b5ddffc8da,student,CSE142,3,1,NA143,1,DNA,F,ASIAN,0
4ba91812-1479-5f68-9ee4-f20aca643c51,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,590
4bab1e72-b3cf-5227-ac35-ec2affb85331,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,600
4bc42280-b5c9-50bc-9c26-34f2056db2fc,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,800
4bcd2de8-175c-5856-8f45-d57115d8d5b9,student,CSE142,2,2,CSE143,1,DNA,M,CAUCASN,755
4bd2acbb-dfb7-52f4-8480-7cd12a01b1c5,student,CSE142,1,1,CSE143,1,Deny,M,CAUCASN,690
4bf813ed-da31-5d60-a076-596b325a6ade,student,CSE142,1,1,NA143,1,DNA,F,ASIAN,730
4c095967-b60e-57bc-88e3-6d251e959157,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,670
4c0eccc1-c8ae-5de0-ad04-30a905a06cc1,student,CSE142,3,3,CSE143,1,Deny,M,ASIAN,700
4c10d872-d24a-5ddd-9d4c-f132e24c2d42,student,CSE142,1,2,CSE143,1,Deny,M,CAUCASN,700
4c3fb294-8058-540e-99e4-7abc21e828b0,student,CSE142,1,2,CSE143,1,DNA,F,ASIAN,610
4c4015b6-1ce6-5850-b490-0fe0fe8ccf7d,student,CSE142,1,1,CSE143,1,DNA,M,AFRO-AM,640
4c4cba66-b816-5173-bc0b-259317927bc5,student,CSE142,1,1,NA143,1,DNA,F,CAUCASN,620
4c570fb1-58b8-5e3b-8429-5eaacfdec799,student,CSE142,2,3,CSE143,1,DNA,M,NOT IND,790
4c65746c-9ecc-5707-8852-29b721cc9ec6,student,CSE142,1,1,NA143,1,DNA,F,ASIAN,650
4c76cb47-120f-558a-b252-8d9d9c773d19,student,CSE142,1,1,CSE143,1,Enrolled,M,CAUCASN,680
4c7ac261-6315-510d-9d97-5dbbcefc4075,student,CSE142,4,1,NA143,1,DNA,F,ASIAN,640
4c8b339d-1755-58f3-921e-e772a0cdbc62,student,CSE142,2,2,CSE143,1,DNA,M,NOT IND,790
4cb75e78-9b9c-5eb2-b5ab-cffc9d932f04,student,CSE142,2,1,NA143,1,DNA,F,NOT IND,770
4cb8c64a-b4c4-5d51-ad26-3e6f90faf0f7,student,CSE142,2,2,CSE143,1,Enrolled,F,NOT IND,760
4cc4db7e-fe9a-5f88-b1e0-380610664101,student,CSE142,1,1,CSE143,1,Deny,M,NOT IND,570
4ccca0ff-06d7-5ccc-b4e0-972020ef99c1,student,CSE142,1,1,NA143,1,DNA,M,ASIAN,440
4ce9b155-c756-53b2-8d41-86f1b75a9c8a,student,CSE142,2,1,NA143,1,DNA,F,ASIAN,500
4d0582ce-489e-5e4c-8b34-9e9467ea5ea9,student,CSE142,2,1,NA143,1,DNA,F,CAUCASN,620
4d1a1bce-4bba-5f04-a839-690adf25c1a5,student,CSE142,1,2,CSE143,2,Enrolled,M,CAUCASN,680
4d1ba587-2576-5b11-ae6e-47a1bec9c4e0,student,CSE142,1,2,CSE143,1,Deny,M,ASIAN,680
4d1e6e10-c91b-5b76-8e71-c735c23c8d12,student,CSE142,1,1,NA143,1,DNA,M,NOT IND,670
4d252116-5fc5-575f-8e4a-1fbe86690a00,student,CSE142,2,2,CSE143,3,Deny,M,CAUCASN,670
4d4ba58b-2ebd-5480-8d0d-ba909e8990a4,student,CSE142,2,2,CSE143,1,DNA,M,NOT IND,0
4d61aaa2-aca9-5178-8e40-9c1c92138a39,student,CSE142,2,1,NA143,1,DNA,M,NOT IND,790
4d834e73-cd4c-5717-8291-0caa1a572d9b,student,CSE142,2,3,CSE143,1,DNA,M,ASIAN,710
4d83cc54-db26-5625-b43e-8d87fe5c25ed,student,CSE142,1,2,CSE143,1,DNA,F,ASIAN,730
4d943c05-5383-5c51-8a16-4517eb8dceef,student,CSE142,1,1,NA143,1,DNA,M,CAUCASN,700
4db92f0e-31cb-552e-9d75-7a8e0981e99e,student,CSE142,1,1,CSE143,1,DNA,M,NOT IND,750
4ddcc393-8a48-508d-b0e9-ed1114ae550c,student,CSE142,1,2,CSE143,1,DNA,M,ASIAN,640
4de4b85c-e78e-5bbd-b4ed-21350bb1206f,student,CSE142,1,1,CSE143,1,DNA,M,CAUCASN,770
